Province,Department,Programme,Subprogramme,Sum - 2018/19 Revised baseline,Sum - 2019/20 Revised baseline,Sum - 2020/21 Indicative baseline
MPUMALANGA,SOCIAL DEVELOPMENT,Children and Families,Child Care and Protection ,145376,144385,149439
MPUMALANGA,SOCIAL DEVELOPMENT,Children and Families,Community-Based Care Services for Children,37517,47977,60022
MPUMALANGA,SOCIAL DEVELOPMENT,Children and Families,ECD and Partial Care,293764,306606,311410
MPUMALANGA,SOCIAL DEVELOPMENT,Children and Families,Management and Support,25806,27258,28755
MPUMALANGA,SOCIAL DEVELOPMENT,Development and Research,,208412,181174,193332
MPUMALANGA,SOCIAL DEVELOPMENT,Development and Research,Community Based Research and Planning,1628,1831,1929
MPUMALANGA,SOCIAL DEVELOPMENT,Development and Research,Community Mobilisation,500,515,542
MPUMALANGA,SOCIAL DEVELOPMENT,Development and Research,Institutional Capacity Building and Support for NPOs,2799,2927,3086
MPUMALANGA,SOCIAL DEVELOPMENT,Development and Research,Management and Support,94084,100520,108389
MPUMALANGA,SOCIAL DEVELOPMENT,Development and Research,Population Policy Promotion,7701,8276,8728
MPUMALANGA,SOCIAL DEVELOPMENT,Development and Research,Poverty Alleviation and Sustainable Livelihoods,34078,11574,12427
MPUMALANGA,SOCIAL DEVELOPMENT,Development and Research,Women Development,2145,1810,1907
MPUMALANGA,SOCIAL DEVELOPMENT,Development and Research,Youth Development,65477,53721,56324
MPUMALANGA,SOCIAL DEVELOPMENT,Restorative Services,,176121,210050,222841
MPUMALANGA,SOCIAL DEVELOPMENT,Restorative Services,Management and Support,9710,10630,11437
MPUMALANGA,SOCIAL DEVELOPMENT,Restorative Services,Social Crime Prevention and Support ,61759,62986,66451
MPUMALANGA,SOCIAL DEVELOPMENT,Restorative Services,"Substance Abuse, Prevention and Rehabilitation",64693,92393,97947
MPUMALANGA,SOCIAL DEVELOPMENT,Restorative Services,Victim Empowerment ,39959,44041,47006
MPUMALANGA,SOCIAL DEVELOPMENT,Social Welfare Services,,257695,276062,292730
MPUMALANGA,SOCIAL DEVELOPMENT,Social Welfare Services,HIV and AIDS,54120,56643,59756
MPUMALANGA,SOCIAL DEVELOPMENT,Social Welfare Services,Management and Support,51971,61885,65289
MPUMALANGA,SOCIAL DEVELOPMENT,Social Welfare Services,Services to Older Persons,67105,70710,74622
MPUMALANGA,SOCIAL DEVELOPMENT,Social Welfare Services,Services to the Persons with Disabiities,54730,59149,63865
MPUMALANGA,SOCIAL DEVELOPMENT,Social Welfare Services,Social Relief,29769,27675,29198
NORTH WEST,,,,41072116,43527683.2,46769484.9
NORTH WEST,COMMUNITY SAFETY AND TRANSPORT MANAGEMENT,,,2163473.4,2263071,2388476
NORTH WEST,COMMUNITY SAFETY AND TRANSPORT MANAGEMENT,Administration,,326231.4,340635,359368
NORTH WEST,COMMUNITY SAFETY AND TRANSPORT MANAGEMENT,Administration,Corporate Support,85345,93765,98920
NORTH WEST,COMMUNITY SAFETY AND TRANSPORT MANAGEMENT,Administration,Financial Management,177470,182967,193030
NORTH WEST,COMMUNITY SAFETY AND TRANSPORT MANAGEMENT,Administration,Legal Services,6043,6483,6839
NORTH WEST,COMMUNITY SAFETY AND TRANSPORT MANAGEMENT,Administration,Office of the HOD,5254,5851,6174
NORTH WEST,COMMUNITY SAFETY AND TRANSPORT MANAGEMENT,Administration,Office of the MEC,17116.4,18579,19601
NORTH WEST,COMMUNITY SAFETY AND TRANSPORT MANAGEMENT,Administration,SECURITY,35003,32990,34804
NORTH WEST,COMMUNITY SAFETY AND TRANSPORT MANAGEMENT,Provincial Secretariat for Police Service,,47680,51953,54810
NORTH WEST,COMMUNITY SAFETY AND TRANSPORT MANAGEMENT,Provincial Secretariat for Police Service,community police relation,5041,5365,5660
NORTH WEST,COMMUNITY SAFETY AND TRANSPORT MANAGEMENT,Provincial Secretariat for Police Service,Monitoring and Evaluation,14221,12574,13266
NORTH WEST,COMMUNITY SAFETY AND TRANSPORT MANAGEMENT,Provincial Secretariat for Police Service,Policy and Research,2138,5982,6311
NORTH WEST,COMMUNITY SAFETY AND TRANSPORT MANAGEMENT,Provincial Secretariat for Police Service,Programme Support,3373,4346,4585
NORTH WEST,COMMUNITY SAFETY AND TRANSPORT MANAGEMENT,Provincial Secretariat for Police Service,Safety Promotion,22907,23686,24988
NORTH WEST,COMMUNITY SAFETY AND TRANSPORT MANAGEMENT,Transport Operations,,1207041,1243275,1346597
NORTH WEST,COMMUNITY SAFETY AND TRANSPORT MANAGEMENT,Transport Operations,Infrastructure Operations,161974,160128,131561
NORTH WEST,COMMUNITY SAFETY AND TRANSPORT MANAGEMENT,Transport Operations,Programme Support: Operations,3452,3895,4108
NORTH WEST,COMMUNITY SAFETY AND TRANSPORT MANAGEMENT,Transport Operations,Public Transport Services,991025,1022914,1151493
NORTH WEST,COMMUNITY SAFETY AND TRANSPORT MANAGEMENT,Transport Operations,Transport Systems ,17707,23619,24916
NORTH WEST,COMMUNITY SAFETY AND TRANSPORT MANAGEMENT,Transport Operations,Transport Safety and Compliance,32883,32719,34519
NORTH WEST,COMMUNITY SAFETY AND TRANSPORT MANAGEMENT,Transport Regulations,,582521,627208,627701
NORTH WEST,COMMUNITY SAFETY AND TRANSPORT MANAGEMENT,Transport Regulations,Law Enforcement,348016,377527,388290
NORTH WEST,COMMUNITY SAFETY AND TRANSPORT MANAGEMENT,Transport Regulations,Operator Licences and Permits,186949,192062,182624
NORTH WEST,COMMUNITY SAFETY AND TRANSPORT MANAGEMENT,Transport Regulations,Programme Support (Traff),2256,2407,2539
NORTH WEST,COMMUNITY SAFETY AND TRANSPORT MANAGEMENT,Transport Regulations,Transport Admin & Licensing,45300,55212,54248
NORTH WEST,"CULTURE, ARTS AND TRADITIONAL AFFAIRS",,,732049.4,775236,812245
NORTH WEST,"CULTURE, ARTS AND TRADITIONAL AFFAIRS",Administration,,106301.4,117273,123772
NORTH WEST,"CULTURE, ARTS AND TRADITIONAL AFFAIRS",Administration,Corporate Services,95723,105546,111353
NORTH WEST,"CULTURE, ARTS AND TRADITIONAL AFFAIRS",Administration,Office of the MEC,10578.4,11727,12419
NORTH WEST,"CULTURE, ARTS AND TRADITIONAL AFFAIRS",Cultural Affairs,,293089,309550,320808
NORTH WEST,"CULTURE, ARTS AND TRADITIONAL AFFAIRS",Cultural Affairs,Arts and Culture,181481,191618,202157
NORTH WEST,"CULTURE, ARTS AND TRADITIONAL AFFAIRS",Cultural Affairs,Language Services,11434,12481,13168
NORTH WEST,"CULTURE, ARTS AND TRADITIONAL AFFAIRS",Cultural Affairs,Museum  Services,22027,24390,25729
NORTH WEST,"CULTURE, ARTS AND TRADITIONAL AFFAIRS",Cultural Affairs,MANAGEMENT,78147,81061,79754
NORTH WEST,"CULTURE, ARTS AND TRADITIONAL AFFAIRS",Library and Archive Services,,198710,209961,221598
NORTH WEST,"CULTURE, ARTS AND TRADITIONAL AFFAIRS",Library and Archive Services,Archives ,9386,9912,10458
NORTH WEST,"CULTURE, ARTS AND TRADITIONAL AFFAIRS",Library and Archive Services,Library services,176480,186149,196473
NORTH WEST,"CULTURE, ARTS AND TRADITIONAL AFFAIRS",Library and Archive Services,MANAGEMENT,12844,13900,14667
NORTH WEST,"CULTURE, ARTS AND TRADITIONAL AFFAIRS",Recreation,,0,0,0
NORTH WEST,"CULTURE, ARTS AND TRADITIONAL AFFAIRS",Recreation,Recreation,0,0,0
NORTH WEST,"CULTURE, ARTS AND TRADITIONAL AFFAIRS",Recreation,MANAGEMENT,0,0,0
NORTH WEST,"CULTURE, ARTS AND TRADITIONAL AFFAIRS",Traditional Affairs,,133949,138452,146067
NORTH WEST,"CULTURE, ARTS AND TRADITIONAL AFFAIRS",Traditional Affairs,Traditional Leadership Support,133949,138452,146067
NORTH WEST,ECONOMY AND ENTREPRISE DEVELOPMENT,,,297190.4,313762,374138
NORTH WEST,ECONOMY AND ENTREPRISE DEVELOPMENT,Administration,,102727.4,113177,123273
NORTH WEST,ECONOMY AND ENTREPRISE DEVELOPMENT,Administration,Corporate Services,49127,54120,60722
NORTH WEST,ECONOMY AND ENTREPRISE DEVELOPMENT,Administration,Financial Management,47919.4,52512,55594
NORTH WEST,ECONOMY AND ENTREPRISE DEVELOPMENT,Administration,Office of the HOD,5681,6545,6957
NORTH WEST,ECONOMY AND ENTREPRISE DEVELOPMENT,Administration,Office of the MEC,0,0,0
NORTH WEST,ECONOMY AND ENTREPRISE DEVELOPMENT,Economic Planning and Sector Development,,32294,33661,36991
NORTH WEST,ECONOMY AND ENTREPRISE DEVELOPMENT,Economic Planning and Sector Development,"Economic Research, Policy Development and Planning",6148,7610,8089
NORTH WEST,ECONOMY AND ENTREPRISE DEVELOPMENT,Economic Planning and Sector Development,Trade and Sector Development,26146,26051,28902
NORTH WEST,ECONOMY AND ENTREPRISE DEVELOPMENT,Integrated Economic Development Services,,53118,50489,93000
NORTH WEST,ECONOMY AND ENTREPRISE DEVELOPMENT,Integrated Economic Development Services,Economic Empowerment,6199,6588,6993
NORTH WEST,ECONOMY AND ENTREPRISE DEVELOPMENT,Integrated Economic Development Services,Entreprise Development,43901,40165,82041
NORTH WEST,ECONOMY AND ENTREPRISE DEVELOPMENT,Integrated Economic Development Services,Regional and Local Economic Development,3018,3736,3966
NORTH WEST,ECONOMY AND ENTREPRISE DEVELOPMENT,Business Regulation And Governance,,109051,116435,120874
NORTH WEST,ECONOMY AND ENTREPRISE DEVELOPMENT,Business Regulation And Governance,Consumer Protection,15886,17318,18412
NORTH WEST,ECONOMY AND ENTREPRISE DEVELOPMENT,Business Regulation And Governance,Gambling and Betting,77986,82812,85116
NORTH WEST,ECONOMY AND ENTREPRISE DEVELOPMENT,Business Regulation And Governance,Liquor Regulation,12999,13985,14881
NORTH WEST,ECONOMY AND ENTREPRISE DEVELOPMENT,Business Regulation And Governance,Regulation Services,2180,2320,2465
NORTH WEST,EDUCATION AND SPORTS DEVELOPMENT,,,16183868,17148058,18488567
NORTH WEST,EDUCATION AND SPORTS DEVELOPMENT,Administration,,907197,956275,996205
NORTH WEST,EDUCATION AND SPORTS DEVELOPMENT,Administration,Corporate Services,425933,450624,475407
NORTH WEST,EDUCATION AND SPORTS DEVELOPMENT,Administration,Education Management,432194,455038,467402
NORTH WEST,EDUCATION AND SPORTS DEVELOPMENT,Administration,Education Management System,19596,20804,21947
NORTH WEST,EDUCATION AND SPORTS DEVELOPMENT,Administration,Human Research Development,19022,18665,19692
NORTH WEST,EDUCATION AND SPORTS DEVELOPMENT,Administration,Office of the MEC,10452,11144,11757
NORTH WEST,EDUCATION AND SPORTS DEVELOPMENT,PUBLIC ORDINARY SCHOOL EDUCATION,,12106920,13013228,14078456
NORTH WEST,EDUCATION AND SPORTS DEVELOPMENT,PUBLIC ORDINARY SCHOOL EDUCATION,Conditional grt - School Nutrition Programme,456176,478985,513015
NORTH WEST,EDUCATION AND SPORTS DEVELOPMENT,PUBLIC ORDINARY SCHOOL EDUCATION,Human Resource Development,42911,64151,67679
NORTH WEST,EDUCATION AND SPORTS DEVELOPMENT,PUBLIC ORDINARY SCHOOL EDUCATION,In -School Sport  and Culture,37074,39297,41459
NORTH WEST,EDUCATION AND SPORTS DEVELOPMENT,PUBLIC ORDINARY SCHOOL EDUCATION,"Maths,Science and Technology grant (Dinaledi Schools)",0,0,0
NORTH WEST,EDUCATION AND SPORTS DEVELOPMENT,PUBLIC ORDINARY SCHOOL EDUCATION,"Maths,Science and Technology grant (Schools Recap)",36347,38391,40831
NORTH WEST,EDUCATION AND SPORTS DEVELOPMENT,PUBLIC ORDINARY SCHOOL EDUCATION,Public Primary School,7407987,7985642,8601925
NORTH WEST,EDUCATION AND SPORTS DEVELOPMENT,PUBLIC ORDINARY SCHOOL EDUCATION,Public Secondary School,4126425,4406762,4813547
NORTH WEST,EDUCATION AND SPORTS DEVELOPMENT,Sport and Recreation,,142463,143593,151595
NORTH WEST,EDUCATION AND SPORTS DEVELOPMENT,Sport and Recreation,Recreation,23151,24823,26188
NORTH WEST,EDUCATION AND SPORTS DEVELOPMENT,Sport and Recreation,School Sport ,41855,43814,45850
NORTH WEST,EDUCATION AND SPORTS DEVELOPMENT,Sport and Recreation,Sports,77457,74956,79557
NORTH WEST,EDUCATION AND SPORTS DEVELOPMENT,EARLY CHILDHOOD DEVELOPMENT,,625436,655747,701869
NORTH WEST,EDUCATION AND SPORTS DEVELOPMENT,EARLY CHILDHOOD DEVELOPMENT,EPWP Grants,8315,0,0
NORTH WEST,EDUCATION AND SPORTS DEVELOPMENT,EARLY CHILDHOOD DEVELOPMENT,Grade R in Community Schools,17696,18687,19715
NORTH WEST,EDUCATION AND SPORTS DEVELOPMENT,EARLY CHILDHOOD DEVELOPMENT,Grade R in Public Schools,561875,599363,635494
NORTH WEST,EDUCATION AND SPORTS DEVELOPMENT,EARLY CHILDHOOD DEVELOPMENT,Human Resource Development,2550,2697,2846
NORTH WEST,EDUCATION AND SPORTS DEVELOPMENT,EARLY CHILDHOOD DEVELOPMENT,Pre-Grade R (0-4),35000,35000,43814
NORTH WEST,EDUCATION AND SPORTS DEVELOPMENT,EXAMINATION AND EDUCATION RELATED SERVICES,,741716,783367,826355
NORTH WEST,EDUCATION AND SPORTS DEVELOPMENT,EXAMINATION AND EDUCATION RELATED SERVICES,Conditional Grant Projects HIV/AIDS,17884,18849,19791
NORTH WEST,EDUCATION AND SPORTS DEVELOPMENT,EXAMINATION AND EDUCATION RELATED SERVICES,Exetrnal Examinations,94141,99963,105460
NORTH WEST,EDUCATION AND SPORTS DEVELOPMENT,EXAMINATION AND EDUCATION RELATED SERVICES,Payment to SETA,15501,16400,17302
NORTH WEST,EDUCATION AND SPORTS DEVELOPMENT,EXAMINATION AND EDUCATION RELATED SERVICES,PROFESSIONAL SERVICES,613961,648155,683802
NORTH WEST,EDUCATION AND SPORTS DEVELOPMENT,EXAMINATION AND EDUCATION RELATED SERVICES,SPECIAL PROJECTS,229,0,0
NORTH WEST,EDUCATION AND SPORTS DEVELOPMENT,Independent School Subsidies,,31331,33148,34971
NORTH WEST,EDUCATION AND SPORTS DEVELOPMENT,Independent School Subsidies,Primary Phase,22826,24150,25478
NORTH WEST,EDUCATION AND SPORTS DEVELOPMENT,Independent School Subsidies,Secondary Phase,8505,8998,9493
NORTH WEST,EDUCATION AND SPORTS DEVELOPMENT,INFRASTRUCTURE DEVELOPMENT,,1004996,900412,999095
NORTH WEST,EDUCATION AND SPORTS DEVELOPMENT,INFRASTRUCTURE DEVELOPMENT,Early Childhood Development,48518,49208,51914
NORTH WEST,EDUCATION AND SPORTS DEVELOPMENT,INFRASTRUCTURE DEVELOPMENT,Public Ordinary Schools,905836,797625,890655
NORTH WEST,EDUCATION AND SPORTS DEVELOPMENT,INFRASTRUCTURE DEVELOPMENT,Special Schools,50642,53579,56526
NORTH WEST,EDUCATION AND SPORTS DEVELOPMENT,PUBLIC SPECIAL SCHOOL EDUCATION,,623809,662288,700021
NORTH WEST,EDUCATION AND SPORTS DEVELOPMENT,PUBLIC SPECIAL SCHOOL EDUCATION,Human Resource Development,2899,3067,3236
NORTH WEST,EDUCATION AND SPORTS DEVELOPMENT,PUBLIC SPECIAL SCHOOL EDUCATION,Learner With Profound Intellectual Disabilities grant,12797,15267,17414
NORTH WEST,EDUCATION AND SPORTS DEVELOPMENT,PUBLIC SPECIAL SCHOOL EDUCATION,SCHOOLS,608113,643954,679371
NORTH WEST,FINANCE,,,484084.4,515079,558512
NORTH WEST,FINANCE,Administration,,143037.4,150420,158686
NORTH WEST,FINANCE,Administration,Corporate Services,74529,77916,82201
NORTH WEST,FINANCE,Administration,Financial Management (Office of the CFO),48968,51806,54652
NORTH WEST,FINANCE,Administration,Management Services,10578,11211,11826
NORTH WEST,FINANCE,Administration,Office of the MEC,8962.4,9487,10007
NORTH WEST,FINANCE,Financial Governance,,156659,170454,181827
NORTH WEST,FINANCE,Financial Governance,Accounting Services,73570,77699,83971
NORTH WEST,FINANCE,Financial Governance,Norms and Standards,2706,2848,3004
NORTH WEST,FINANCE,Financial Governance,Programme Support ,7634,8073,8517
NORTH WEST,FINANCE,Financial Governance,Provincial Internal Audit,68679,77528,81793
NORTH WEST,FINANCE,Financial Governance,Risk Management,4070,4306,4542
NORTH WEST,FINANCE,Sustainable Resource Management,,131940,138822,156459
NORTH WEST,FINANCE,Sustainable Resource Management,Budget Management,23423,24740,26101
NORTH WEST,FINANCE,Sustainable Resource Management,Economic Analysis,5165,5453,5753
NORTH WEST,FINANCE,Sustainable Resource Management,Fiscal Policy,6448,6849,7226
NORTH WEST,FINANCE,Sustainable Resource Management,Municipal Finance,75167,78752,93084
NORTH WEST,FINANCE,Sustainable Resource Management,Programme Support,3222,3402,3591
NORTH WEST,FINANCE,Sustainable Resource Management,Public Finance,18515,19626,20704
NORTH WEST,FINANCE,Asset And Liabilities Management,,52448,55383,61540
NORTH WEST,FINANCE,Asset And Liabilities Management,Asset Management,12601,13306,14037
NORTH WEST,FINANCE,Asset And Liabilities Management,Programme Support,2426,2586,2826
NORTH WEST,FINANCE,Asset And Liabilities Management,Support and Interlinked Financial System,37421,39491,44677
NORTH WEST,HEALTH,,,11153568,11934038,12884404
NORTH WEST,HEALTH,Administration,,344922,363415,383655
NORTH WEST,HEALTH,Administration,Office of the MEC,8393,8799,9215
NORTH WEST,HEALTH,Administration,MANAGEMENT,336529,354616,374440
NORTH WEST,HEALTH,Central Hospital Services,,1678819,1813960,1934139
NORTH WEST,HEALTH,Central Hospital Services,Provincial Hospital Tertiary Services,1678819,1813960,1934139
NORTH WEST,HEALTH,District Health Services,,5662214,6140773,6682833
NORTH WEST,HEALTH,District Health Services,Community Based Services,9149,9309,9822
NORTH WEST,HEALTH,District Health Services,Community Health Centres,1175477,1268071,1361299
NORTH WEST,HEALTH,District Health Services,District Hospitals,1273542,1375552,1481208
NORTH WEST,HEALTH,District Health Services,District Management,441370,462833,486492
NORTH WEST,HEALTH,District Health Services,HIV/ AIDS,1338145,1481371,1641899
NORTH WEST,HEALTH,District Health Services,Nutrition,3758,3975,4193
NORTH WEST,HEALTH,District Health Services,Other Community Services,338044,363623,438777
NORTH WEST,HEALTH,District Health Services,COMMUNITY HEALTH CLINICS,1004310,1088422,1166709
NORTH WEST,HEALTH,District Health Services,CORONER SERVICES,78419,87617,92434
NORTH WEST,HEALTH,Emergency Medical Services,,335873,358518,387780
NORTH WEST,HEALTH,Emergency Medical Services,EMERGENCY TRANSPORT,314051,335430,363422
NORTH WEST,HEALTH,Emergency Medical Services,PLANNED PATIENT TRANSPORT,21822,23088,24358
NORTH WEST,HEALTH,Health Care Support Services,,291673,305592,338556
NORTH WEST,HEALTH,Health Care Support Services,Engineering,70764,70424,80281
NORTH WEST,HEALTH,Health Care Support Services,Medicine Trading Account,178968,188291,204825
NORTH WEST,HEALTH,Health Care Support Services,Orthotic and Prothetic Services,11475,12311,14986
NORTH WEST,HEALTH,Health Care Support Services,Provincial Laundry Services,30466,34566,38464
NORTH WEST,HEALTH,Health Facilities and Maintenance,,691269,621314,655501
NORTH WEST,HEALTH,Health Facilities and Maintenance,Community Health Facilities,0,0,0
NORTH WEST,HEALTH,Health Facilities and Maintenance,District Hospital Services,587886,511935,540091
NORTH WEST,HEALTH,Health Facilities and Maintenance,Health Maintenance,45000,48000,50880
NORTH WEST,HEALTH,Health Facilities and Maintenance,OTHER FACILITIES,58383,61379,64530
NORTH WEST,HEALTH,Health Science and Training,,422143,450970,478279
NORTH WEST,HEALTH,Health Science and Training,EMS Training College,20449,23768,25574
NORTH WEST,HEALTH,Health Science and Training,Nurses Training Colleges,197588,214586,220397
NORTH WEST,HEALTH,Health Science and Training,Primary Health Care Training,18634,20262,22376
NORTH WEST,HEALTH,Health Science and Training,Training Other,185472,192354,209932
NORTH WEST,HEALTH,Provincial Hospital Services,,1726655,1879496,2023661
NORTH WEST,HEALTH,Provincial Hospital Services,Provincial Hospitals,1200949,1315856,1419018
NORTH WEST,HEALTH,Provincial Hospital Services,Psychiatric/ Mental Hospitals,525706,563640,604643
NORTH WEST,LOCAL GOVERNMENT AND HUMAN SETTLEMENT,,,2476863,2570660,2719497
NORTH WEST,LOCAL GOVERNMENT AND HUMAN SETTLEMENT,Administration,,243282,260624,274940
NORTH WEST,LOCAL GOVERNMENT AND HUMAN SETTLEMENT,Administration,Corporate Services,232818,249487,263190
NORTH WEST,LOCAL GOVERNMENT AND HUMAN SETTLEMENT,Administration,Office of the MEC,10464,11137,11750
NORTH WEST,LOCAL GOVERNMENT AND HUMAN SETTLEMENT,Development and Planning,,120657,126828,133801
NORTH WEST,LOCAL GOVERNMENT AND HUMAN SETTLEMENT,Development and Planning,Disaster Management,15216,16348,17247
NORTH WEST,LOCAL GOVERNMENT AND HUMAN SETTLEMENT,Development and Planning,LDP,8437,9564,10088
NORTH WEST,LOCAL GOVERNMENT AND HUMAN SETTLEMENT,Development and Planning,LEDP,6976,7281,7681
NORTH WEST,LOCAL GOVERNMENT AND HUMAN SETTLEMENT,Development and Planning,Municipal Infrastructure,86451,89282,94193
NORTH WEST,LOCAL GOVERNMENT AND HUMAN SETTLEMENT,Development and Planning,Spatial Planning,3577,4353,4592
NORTH WEST,LOCAL GOVERNMENT AND HUMAN SETTLEMENT,Housing Development,,2034327,2101680,2224744
NORTH WEST,LOCAL GOVERNMENT AND HUMAN SETTLEMENT,Housing Development,Administration: Housing Development,56996,60187,63496
NORTH WEST,LOCAL GOVERNMENT AND HUMAN SETTLEMENT,Housing Development,Incremental Intervention,1045601,1293632,1491980
NORTH WEST,LOCAL GOVERNMENT AND HUMAN SETTLEMENT,Housing Development,Provincial Intervention,252537,219358,257166
